Species,J #,Tag #,DBH,GPS 1 (N),GPS 2 (E),Error,Mon/Year
Bosquiea phoberos,J5369,413,20.1,206353,62232,5,Jan-17
Celtis durandii,J5370,,32.5,206354,62232,5,Jan-17
Diospyros abyssinica,J5371,,44,206358,62228,6,Jan-17
Bosquiea phoberos,J5372,,18.3,206372,62220,5,Jan-17
Celtis durandii,J5373,,13.7,206361,62221,5,Jan-17
Bosquiea phoberos,J5374,1413/3906,13,206359,62224,5,Jan-17
Bosquiea phoberos,J5375,,12.5,206357,62227,5,Jan-17
Bosquiea phoberos,J5376,,10.3,206366,62243,5,Jan-17
Bosquiea phoberos,J5377,3907,11.8,206357,62220,5,Jan-17
Celtis africana,J5378,1410/9853,32.9,206358,62217,5,Jan-17
Bosquiea phoberos,J5379,3905,18.7,206351,62216,4,Jan-17
Funtumia elastica,J5380,3902,36.3,206353,62215,4,Jan-17
Bosquiea phoberos,J5381,3908/1119,15.9,206353,62216,6,Jan-17
Strichnos mitis,J5382,9852/3909,31.5,206367,62207,5,Jan-17
Ficus exasperata,J5383,3903,19.1,206346,62211,6,Jan-17
Diospyros abyssinica,J5384,3911/1112,16.9,206344,62207,6,Jan-17
Markhamia platycalyx,J5385,3912,22.2,206364,62214,6,Jan-17
Bosquiea phoberos,J5386,,12.5,206363,62224,6,Jan-17
Celtis africana,J5387,,37.5,206362,62222,6,Jan-17
Aphania senegalensis,J5388,,11.3,206364,62228,6,Jan-17
Strombosia scheffleri,J5389,,19.7,206366,62222,7,Jan-17
Bosquiea phoberos,J5390,,18.8,206377,62224,7,Jan-17
Celtis durandii,J5391,,13.8,206364,62233,6,Jan-17
Celtis durandii,J5392,,10.3,206370,62229,7,Jan-17
Celtis durandii,J5393,,18.8,206371,62231,7,Jan-17
Celtis africana,J5394,,104,206372,62272,7,Jan-17
Chaetacme aristata,J5395,,16.3,206374,62229,7,Jan-17
Mimusops bagshaweii,J5396,,10.4,206376,62236,6,Jan-17
Bosquiea phoberos,J5397,,10.8,206369,62233,6,Jan-17
Celtis durandii,J5398,,15.6,206364,62239,6,Jan-17
Diospyros abyssinica,J5399,,13.1,206365,62239,7,Jan-17
Bosquiea phoberos,J5400,,11.4,206376,62241,6,Jan-17
Funtumia elastica,J5401,,24.2,206377,62242,6,Jan-17
Bosquiea phoberos,J5402,,29.9,206379,62244,6,Jan-17
Celtis durandii,J5403,,18.3,206378,62245,5,Jan-17
Funtumia,J5404,,20.2,206380,62242,5,Jan-17
Fagaropsis angolensis,J5405,,12.7,206381,62241,5,Jan-17
Retigynia,J5406,,10.2,206380,62241,5,Jan-17
Celtis durandii,J5407,,13.4,206383,62239,5,Jan-17
Diospyros abyssinica,J5408,,53,206383,62237,5,Jan-17
Bosquiea phoberos,J5409,,19.9,206377,62237,6,Jan-17
Markhamia platycalyx,J5410,,52,206382,62239,6,Jan-17
Diospyros abyssinica,J5411,,48.5,206382,62235,6,Jan-17
Dombeya mukole,J5412,,23.2,206383,62226,5,Jan-17
Celtis durandii,J5413,,35.5,206385,62226,5,Jan-17
Cordia millenii,J5414,,41,206387,62226,5,Jan-17
